Location,Period,Indicator,Tooltip,IndicatorCode,FactValueForMeasure,FactValueString,FactValueUoM,FactComments,LanguageName,'Facts'[LANGUAGE_CODE],LanguageOrder,SpaceTime,TimeDimValueCode,DataSourceDimValueCode,SpatialDimValueCode,Dim1ValueCode,Dim2ValueCode,Dim3ValueCode,SlicingDimCode,SlicingDimValueCode,IsLatestYear,LatestYearLabel,FactValueNumericPrefix
Turkmenistan,2006,Hospital beds (per 10 000 population),43.39,WHS6_102,43.39,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TKM,2006,,TKM,,,,,,FALSE,2006,
Turkmenistan,2007,Hospital beds (per 10 000 population),40.71,WHS6_102,40.71,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TKM,2007,,TKM,,,,,,FALSE,2007,
Turkmenistan,2008,Hospital beds (per 10 000 population),40.35,WHS6_102,40.35,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TKM,2008,,TKM,,,,,,FALSE,2008,
Turkmenistan,2009,Hospital beds (per 10 000 population),40.22,WHS6_102,40.22,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TKM,2009,,TKM,,,,,,FALSE,2009,
Turkmenistan,2010,Hospital beds (per 10 000 population),40.99,WHS6_102,40.99,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TKM,2010,,TKM,,,,,,FALSE,2010,
Turkmenistan,2011,Hospital beds (per 10 000 population),40.68,WHS6_102,40.68,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TKM,2011,,TKM,,,,,,FALSE,2011,
Turkmenistan,2012,Hospital beds (per 10 000 population),39.76,WHS6_102,39.76,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TKM,2012,,TKM,,,,,,FALSE,2012,
Turkmenistan,2013,Hospital beds (per 10 000 population),39.34,WHS6_102,39.34,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TKM,2013,,TKM,,,,,,FALSE,2013,
Turkmenistan,2014,Hospital beds (per 10 000 population),40.28,WHS6_102,40.28,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TKM,2014,,TKM,,,,,,TRUE,Latest,
Turkey,2000,Hospital beds (per 10 000 population),21,WHS6_102,21,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TUR,2000,,TUR,,,,,,FALSE,2000,
Turkey,2001,Hospital beds (per 10 000 population),21.6,WHS6_102,21.6,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TUR,2001,,TUR,,,,,,FALSE,2001,
Turkey,2002,Hospital beds (per 10 000 population),24.9,WHS6_102,24.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,TUR,2002,,TUR,,,,,,FALSE,2002,
Turkey,2003,Hospital beds (per 10 000 population),24.8,WHS6_102,24.8,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,TUR,2003,,TUR,,,,,,FALSE,2003,
Turkey,2004,Hospital beds (per 10 000 population),24.7,WHS6_102,24.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,TUR,2004,,TUR,,,,,,FALSE,2004,
Turkey,2005,Hospital beds (per 10 000 population),25,WHS6_102,25,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,TUR,2005,,TUR,,,,,,FALSE,2005,
Turkey,2006,Hospital beds (per 10 000 population),25.2,WHS6_102,25.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,TUR,2006,,TUR,,,,,,FALSE,2006,
Turkey,2007,Hospital beds (per 10 000 population),25.4,WHS6_102,25.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,TUR,2007,,TUR,,,,,,FALSE,2007,
Turkey,2008,Hospital beds (per 10 000 population),25.8,WHS6_102,25.8,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,TUR,2008,,TUR,,,,,,FALSE,2008,
Turkey,2009,Hospital beds (per 10 000 population),26.2,WHS6_102,26.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,TUR,2009,,TUR,,,,,,FALSE,2009,
Turkey,2010,Hospital beds (per 10 000 population),27.4,WHS6_102,27.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,TUR,2010,,TUR,,,,,,FALSE,2010,
Turkey,2011,Hospital beds (per 10 000 population),26.2,WHS6_102,26.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,TUR,2011,,TUR,,,,,,FALSE,2011,
Turkey,2012,Hospital beds (per 10 000 population),26.6,WHS6_102,26.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,TUR,2012,,TUR,,,,,,FALSE,2012,
Turkey,2013,Hospital beds (per 10 000 population),26.5,WHS6_102,26.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,TUR,2013,,TUR,,,,,,FALSE,2013,
Turkey,2014,Hospital beds (per 10 000 population),26.8,WHS6_102,26.8,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,TUR,2014,,TUR,,,,,,FALSE,2014,
Turkey,2015,Hospital beds (per 10 000 population),26.8,WHS6_102,26.8,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,TUR,2015,,TUR,,,,,,FALSE,2015,
Turkey,2016,Hospital beds (per 10 000 population),27.5,WHS6_102,27.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,TUR,2016,,TUR,,,,,,FALSE,2016,
Turkey,2017,Hospital beds (per 10 000 population),28.1,WHS6_102,28.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,TUR,2017,,TUR,,,,,,FALSE,2017,
Turkey,2018,Hospital beds (per 10 000 population),28.5,WHS6_102,28.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,TUR,2018,,TUR,,,,,,TRUE,Latest,
Tunisia,2000,Hospital beds (per 10 000 population),17.3,WHS6_102,17.3,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,TUN,2000,,TUN,,,,,,FALSE,2000,
Tunisia,2001,Hospital beds (per 10 000 population),17.3,WHS6_102,17.3,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,TUN,2001,,TUN,,,,,,FALSE,2001,
Tunisia,2002,Hospital beds (per 10 000 population),17.1,WHS6_102,17.1,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,TUN,2002,,TUN,,,,,,FALSE,2002,
Tunisia,2003,Hospital beds (per 10 000 population),17.1,WHS6_102,17.1,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,TUN,2003,,TUN,,,,,,FALSE,2003,
Tunisia,2004,Hospital beds (per 10 000 population),20.5,WHS6_102,20.5,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,TUN,2004,,TUN,,,,,,FALSE,2004,
Tunisia,2005,Hospital beds (per 10 000 population),17.6,WHS6_102,17.6,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,TUN,2005,,TUN,,,,,,FALSE,2005,
Tunisia,2006,Hospital beds (per 10 000 population),19.8,WHS6_102,19.8,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,TUN,2006,,TUN,,,,,,FALSE,2006,
Tunisia,2007,Hospital beds (per 10 000 population),17.6,WHS6_102,17.6,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,TUN,2007,,TUN,,,,,,FALSE,2007,
Tunisia,2008,Hospital beds (per 10 000 population),20,WHS6_102,20,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,TUN,2008,,TUN,,,,,,FALSE,2008,
Tunisia,2009,Hospital beds (per 10 000 population),20.9,WHS6_102,20.9,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,TUN,2009,,TUN,,,,,,FALSE,2009,
Tunisia,2010,Hospital beds (per 10 000 population),20.9,WHS6_102,20.9,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,TUN,2010,,TUN,,,,,,FALSE,2010,
Tunisia,2011,Hospital beds (per 10 000 population),20.9,WHS6_102,20.9,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,TUN,2011,,TUN,,,,,,FALSE,2011,
Tunisia,2012,Hospital beds (per 10 000 population),21.2,WHS6_102,21.2,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,TUN,2012,,TUN,,,,,,FALSE,2012,
Tunisia,2013,Hospital beds (per 10 000 population),21.2,WHS6_102,21.2,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,TUN,2013,,TUN,,,,,,FALSE,2013,
Tunisia,2014,Hospital beds (per 10 000 population),21.8,WHS6_102,21.8,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,TUN,2014,,TUN,,,,,,FALSE,2014,
Tunisia,2015,Hospital beds (per 10 000 population),21.8,WHS6_102,21.8,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,TUN,2015,,TUN,,,,,,FALSE,2015,
Tunisia,2016,Hospital beds (per 10 000 population),21.8,WHS6_102,21.8,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,TUN,2016,,TUN,,,,,,FALSE,2016,
Tunisia,2017,Hospital beds (per 10 000 population),21.8,WHS6_102,21.8,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,TUN,2017,,TUN,,,,,,TRUE,Latest,
Trinidad and Tobago,2010,Hospital beds (per 10 000 population),21.38,WHS6_102,21.38,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,TTO,2010,,TTO,,,,,,FALSE,2010,
Trinidad and Tobago,2012,Hospital beds (per 10 000 population),27.17,WHS6_102,27.17,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,TTO,2012,,TTO,,,,,,FALSE,2012,
Trinidad and Tobago,2013,Hospital beds (per 10 000 population),27.04,WHS6_102,27.04,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,TTO,2013,,TTO,,,,,,FALSE,2013,
Trinidad and Tobago,2014,Hospital beds (per 10 000 population),29.89,WHS6_102,29.89,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,TTO,2014,,TTO,,,,,,FALSE,2014,
Trinidad and Tobago,2015,Hospital beds (per 10 000 population),30.1,WHS6_102,30.1,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,TTO,2015,,TTO,,,,,,FALSE,2015,
Trinidad and Tobago,2016,Hospital beds (per 10 000 population),30.33,WHS6_102,30.33,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,TTO,2016,,TTO,,,,,,FALSE,2016,
Trinidad and Tobago,2017,Hospital beds (per 10 000 population),30.24,WHS6_102,30.24,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,TTO,2017,,TTO,,,,,,TRUE,Latest,
Togo,2005,Hospital beds (per 10 000 population),9,WHS6_102,9,,,WHO AFRO regional observatory,English,en,1,TGO,2005,,TGO,,,,,,FALSE,2005,
Togo,2011,Hospital beds (per 10 000 population),7,WHS6_102,7,,,WHO AFRO regional observatory,English,en,1,TGO,2011,,TGO,,,,,,TRUE,Latest,
Timor-Leste,2009,Hospital beds (per 10 000 population),59,WHS6_102,59,,,WHO SEARO Health System Profiles,English,en,1,TLS,2009,,TLS,,,,,,TRUE,Latest,
Thailand,2005,Hospital beds (per 10 000 population),21,WHS6_102,21,,,WHO SEARO Health System Profiles,English,en,1,THA,2005,,THA,,,,,,TRUE,Latest,
Tajikistan,2000,Hospital beds (per 10 000 population),65.39,WHS6_102,65.39,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TJK,2000,,TJK,,,,,,FALSE,2000,
Tajikistan,2001,Hospital beds (per 10 000 population),63.98,WHS6_102,63.98,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TJK,2001,,TJK,,,,,,FALSE,2001,
Tajikistan,2002,Hospital beds (per 10 000 population),62.74,WHS6_102,62.74,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TJK,2002,,TJK,,,,,,FALSE,2002,
Tajikistan,2003,Hospital beds (per 10 000 population),61.22,WHS6_102,61.22,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TJK,2003,,TJK,,,,,,FALSE,2003,
Tajikistan,2004,Hospital beds (per 10 000 population),60.44,WHS6_102,60.44,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TJK,2004,,TJK,,,,,,FALSE,2004,
Tajikistan,2005,Hospital beds (per 10 000 population),58.65,WHS6_102,58.65,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TJK,2005,,TJK,,,,,,FALSE,2005,
Tajikistan,2006,Hospital beds (per 10 000 population),61.2,WHS6_102,61.2,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TJK,2006,,TJK,,,,,,FALSE,2006,
Tajikistan,2007,Hospital beds (per 10 000 population),54.4,WHS6_102,54.4,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TJK,2007,,TJK,,,,,,FALSE,2007,
Tajikistan,2008,Hospital beds (per 10 000 population),53.01,WHS6_102,53.01,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TJK,2008,,TJK,,,,,,FALSE,2008,
Tajikistan,2009,Hospital beds (per 10 000 population),51.86,WHS6_102,51.86,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TJK,2009,,TJK,,,,,,FALSE,2009,
Tajikistan,2010,Hospital beds (per 10 000 population),50.76,WHS6_102,50.76,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TJK,2010,,TJK,,,,,,FALSE,2010,
Tajikistan,2011,Hospital beds (per 10 000 population),49.45,WHS6_102,49.45,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TJK,2011,,TJK,,,,,,FALSE,2011,
Tajikistan,2012,Hospital beds (per 10 000 population),48.25,WHS6_102,48.25,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TJK,2012,,TJK,,,,,,FALSE,2012,
Tajikistan,2013,Hospital beds (per 10 000 population),47.56,WHS6_102,47.56,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TJK,2013,,TJK,,,,,,FALSE,2013,
Tajikistan,2014,Hospital beds (per 10 000 population),46.67,WHS6_102,46.67,,,"European Health for All database (WHO), 26 May 2020",English,en,1,TJK,2014,,TJK,,,,,,TRUE,Latest,
Syrian Arab Republic,2000,Hospital beds (per 10 000 population),14,WHS6_102,14,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,SYR,2000,,SYR,,,,,,FALSE,2000,
Syrian Arab Republic,2001,Hospital beds (per 10 000 population),14,WHS6_102,14,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,SYR,2001,,SYR,,,,,,FALSE,2001,
Syrian Arab Republic,2002,Hospital beds (per 10 000 population),13.8,WHS6_102,13.8,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,SYR,2002,,SYR,,,,,,FALSE,2002,
Syrian Arab Republic,2003,Hospital beds (per 10 000 population),14.9,WHS6_102,14.9,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,SYR,2003,,SYR,,,,,,FALSE,2003,
Syrian Arab Republic,2004,Hospital beds (per 10 000 population),14.9,WHS6_102,14.9,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,SYR,2004,,SYR,,,,,,FALSE,2004,
Syrian Arab Republic,2005,Hospital beds (per 10 000 population),12.8,WHS6_102,12.8,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,SYR,2005,,SYR,,,,,,FALSE,2005,
Syrian Arab Republic,2006,Hospital beds (per 10 000 population),14.7,WHS6_102,14.7,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,SYR,2006,,SYR,,,,,,FALSE,2006,
Syrian Arab Republic,2007,Hospital beds (per 10 000 population),14.7,WHS6_102,14.7,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,SYR,2007,,SYR,,,,,,FALSE,2007,
Syrian Arab Republic,2008,Hospital beds (per 10 000 population),15.4,WHS6_102,15.4,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,SYR,2008,,SYR,,,,,,FALSE,2008,
Syrian Arab Republic,2009,Hospital beds (per 10 000 population),15.1,WHS6_102,15.1,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,SYR,2009,,SYR,,,,,,FALSE,2009,
Syrian Arab Republic,2010,Hospital beds (per 10 000 population),15.4,WHS6_102,15.4,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,SYR,2010,,SYR,,,,,,FALSE,2010,
Syrian Arab Republic,2011,Hospital beds (per 10 000 population),15.5,WHS6_102,15.5,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,SYR,2011,,SYR,,,,,,FALSE,2011,
Syrian Arab Republic,2012,Hospital beds (per 10 000 population),15.3,WHS6_102,15.3,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,SYR,2012,,SYR,,,,,,FALSE,2012,
Syrian Arab Republic,2013,Hospital beds (per 10 000 population),15.2,WHS6_102,15.2,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,SYR,2013,,SYR,,,,,,FALSE,2013,
Syrian Arab Republic,2014,Hospital beds (per 10 000 population),15,WHS6_102,15,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,SYR,2014,,SYR,,,,,,FALSE,2014,
Syrian Arab Republic,2015,Hospital beds (per 10 000 population),14.7,WHS6_102,14.7,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,SYR,2015,,SYR,,,,,,FALSE,2015,
Syrian Arab Republic,2016,Hospital beds (per 10 000 population),14.6,WHS6_102,14.6,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,SYR,2016,,SYR,,,,,,FALSE,2016,
Syrian Arab Republic,2017,Hospital beds (per 10 000 population),14,WHS6_102,14,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,SYR,2017,,SYR,,,,,,TRUE,Latest,
Switzerland,2000,Hospital beds (per 10 000 population),62.9,WHS6_102,62.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CHE,2000,,CHE,,,,,,FALSE,2000,
Switzerland,2001,Hospital beds (per 10 000 population),60.4,WHS6_102,60.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CHE,2001,,CHE,,,,,,FALSE,2001,
Switzerland,2002,Hospital beds (per 10 000 population),59.5,WHS6_102,59.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CHE,2002,,CHE,,,,,,FALSE,2002,
Switzerland,2003,Hospital beds (per 10 000 population),58.2,WHS6_102,58.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CHE,2003,,CHE,,,,,,FALSE,2003,
Switzerland,2004,Hospital beds (per 10 000 population),56.7,WHS6_102,56.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CHE,2004,,CHE,,,,,,FALSE,2004,
Switzerland,2005,Hospital beds (per 10 000 population),55.4,WHS6_102,55.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CHE,2005,,CHE,,,,,,FALSE,2005,
Switzerland,2006,Hospital beds (per 10 000 population),53.9,WHS6_102,53.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CHE,2006,,CHE,,,,,,FALSE,2006,
Switzerland,2007,Hospital beds (per 10 000 population),53.6,WHS6_102,53.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CHE,2007,,CHE,,,,,,FALSE,2007,
Switzerland,2008,Hospital beds (per 10 000 population),52.1,WHS6_102,52.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CHE,2008,,CHE,,,,,,FALSE,2008,
Switzerland,2009,Hospital beds (per 10 000 population),51,WHS6_102,51,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CHE,2009,,CHE,,,,,,FALSE,2009,
Switzerland,2010,Hospital beds (per 10 000 population),51.9,WHS6_102,51.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CHE,2010,,CHE,,,,,,FALSE,2010,
Switzerland,2011,Hospital beds (per 10 000 population),50.5,WHS6_102,50.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CHE,2011,,CHE,,,,,,FALSE,2011,
Switzerland,2012,Hospital beds (per 10 000 population),49.7,WHS6_102,49.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CHE,2012,,CHE,,,,,,FALSE,2012,
Switzerland,2013,Hospital beds (per 10 000 population),48.5,WHS6_102,48.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CHE,2013,,CHE,,,,,,FALSE,2013,
Switzerland,2014,Hospital beds (per 10 000 population),47.3,WHS6_102,47.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CHE,2014,,CHE,,,,,,FALSE,2014,
Switzerland,2015,Hospital beds (per 10 000 population),47.3,WHS6_102,47.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CHE,2015,,CHE,,,,,,FALSE,2015,
Switzerland,2016,Hospital beds (per 10 000 population),46.9,WHS6_102,46.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CHE,2016,,CHE,,,,,,FALSE,2016,
Switzerland,2017,Hospital beds (per 10 000 population),46.5,WHS6_102,46.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CHE,2017,,CHE,,,,,,FALSE,2017,
Switzerland,2018,Hospital beds (per 10 000 population),46.3,WHS6_102,46.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CHE,2018,,CHE,,,,,,TRUE,Latest,
Sweden,2000,Hospital beds (per 10 000 population),35.8,WHS6_102,35.8,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,SWE,2000,,SWE,,,,,,FALSE,2000,
Sweden,2001,Hospital beds (per 10 000 population),32.7,WHS6_102,32.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,SWE,2001,,SWE,,,,,,FALSE,2001,
